Player,Year,Tm,Age,MP,TS%,FTr,Offense,Val/Shot,Production,Height,Weight
Dale Schlueter,1978,POR,32,109,0.464,0.947,-4.24,0.2,"$700,-0.1,3.4
Howard Porter,1978,DET,29,107,0.391,0.163,-0.69,-0.1,"$300,3,29.42
Mike Dunleavy,1978,HOU,23,102,0.45,0.372,-2.75,0.3,"$1,1,23.87
Wally Walker,1978,POR,23,101,0.483,0.195,-1.89,0.2,"$600,3,23.54
Al Fleming,1978,SEA,23,97,0.52,0.548,-1.79,0.3,"$700,23.83,0
Scott Sims,1978,SAS,22,95,0.46,0.577,-7.49,0.2,"$300,1,22.79
Bobby Wilson,1978,IND,27,86,0.402,0.083,-1.68,0.1,"$500,2,27.05
Gus Gerard,1978,BUF,24,85,0.461,0.375,-1.9,0.2,"$800,24.52,3
Kevin Restani,1978,MIL,26,84,0.45,0.071,0.77,0.1,"$700,4,26.11
Larry McNeill,1978,GSW,27,67,0.512,1.056,0.42,0.2,"$400,4,27
Robin Jones,1978,HOU,23,66,0.533,0.5,0.92,0.3,"$700,5,24
Eddie Owens,1978,BUF,24,63,0.444,0.286,-0.09,0.1,"$800,3,24.1
Rich Laurel,1978,MIL,23,57,0.366,0.129,-3.98,-0.1,"$600,2,23.56
Louie Nelson,1978,KCK,26,53,0.398,0.786,-4.3,0,"$500,2,26.68
Jacky Dorsey,1978,POR,23,51,0.524,0.579,1.16,0.2,"$1,-0.1,0
Jim Bostic,1978,DET,25,48,0.537,0.227,1.4,0.3,"$1,3.5,4
Wilson Washington,1978,PHI,22,38,0.439,0.316,-8.79,0,"$400,4,22.5
Larry Johnson,1978,BUF,23,38,0.216,0.154,-7.53,-0.2,"$1,2,23.18
Jacky Dorsey,1978,DEN,23,37,0.317,0.417,-3.52,-0.2,"$800,3,23.12
Ron Behagen,1978,HOU,27,33,0.612,0.091,2.43,0.5,"$900,4,27.05
George Karl,1978,SAS,26,30,0.436,0.333,-4.32,0.1,"$800,1,26.73
Zaid Abdul-Aziz,1978,BOS,31,24,0.279,0.231,-8.97,-0.1,"$900,5,31.82
Glenn Mosley,1978,PHI,22,21,0.404,0.538,-10.75,0,"$600,4,22.1
Phil Bond,1978,HOU,23,21,0.333,0,-3.04,-0.1,"$900,23.52,0
Mike Dunleavy,1978,PHI,23,17,0.508,0.286,-7.18,0.5,"$900,1,23.87
Bob Bigelow,1978,BOS,24,17,0.25,0,-7.17,-0.3,"$600,3,24.1
Wayman Britt,1978,DET,25,16,0.383,0.4,-4.63,0,"$900,25.42,0
Ticky Burden,1978,NYK,24,15,0.5,0,4.08,0.2,"$900,2,24.93
Steve Kuberski,1978,BOS,30,14,0.25,0,-3.91,-0.3,"$700,4,30.24
John Johnson,1978,HOU,30,11,0.376,0.75,-10.25,0,"$900,3,30.29
Willie Wise,1978,SEA,30,10,0.105,1.333,-5.77,-0.6,"$800,3,30.92
Norm Cook,1978,DEN,22,10,0.333,0,-0.2,-0.1,"$1,3,22.87
Andre McCarter,1978,KCK,24,9,0,0,-0.63,-0.8,"$900,1,24.44
Glenn Hansen,1978,KCK,25,9,0,0,-12.46,-0.8,"$900,2,25.78
Jim Ard,1978,BOS,29,9,0.266,2,0.28,-0.2,"$1,5,29.37
Dean Tolson,1978,SEA,26,7,0,0,-10.63,-0.5,"$800,4,26.19
Bob Bigelow,1978,KCK,24,7,1,0,9.79,1.2,"$1,5,3
Willie Smith,1978,IND,24,7,,,1.93,-0.7,"$900,1,24.27
Glenn Hansen,1978,CHI,25,4,0,0,-20.56,-0.9,"$800,2,25.78
Moses Malone,1979,HOU,23,3390,0.604,0.612,2.03,0.4,"$25,13.9,13.9
Artis Gilmore,1979,CHI,29,3265,0.619,0.448,2.45,0.5,"$27,15,11.2
M.L. Carr,1979,DET,28,3207,0.561,0.381,1.72,0.4,"$23,12.5,7.7
Kareem Abdul-Jabbar,1979,LAL,31,3157,0.612,0.352,1.23,0.5,"$38,21,12
Norm Nixon,1979,LAL,23,3145,0.567,0.178,-1.47,0.4,"$15,8.4,9.1
Randy Smith,1979,SDC,30,3111,0.499,0.236,-1.16,0.3,"$8,4.2,6.3
Elvin Hayes,1979,WSB,33,3105,0.523,0.362,0.55,0.2,"$15,8,5.2
John Lucas,1979,GSW,25,3095,0.514,0.28,-2.31,0.4,"$11,5.9,6.5
Kevin Porter,1979,DET,28,3064,0.513,0.24,-5,0.6,"$1,0.4,6
Johnny Davis,1979,IND,23,2971,0.511,0.319,-0.58,0.3,"$3,1.6,4.7
Cedric Maxwell,1979,BOS,23,2969,0.676,0.886,3.53,0.6,"$24,13.2,10.5
Jack Sikma,1979,SEA,23,2958,0.529,0.391,0.37,0.3,"$15,8.4,2.6
World B. Free,1979,SDC,25,2954,0.552,0.523,0.76,0.4,"$13,6.8,11.7
Larry Kenon,1979,SAS,26,2947,0.547,0.235,-0.92,0.3,"$20,11.1,8.5
Calvin Murphy,1979,HOU,30,2941,0.539,0.186,0.25,0.3,"$8,4.1,7.9
Jamaal Wilkes,1979,LAL,25,2915,0.544,0.291,-0.06,0.2,"$11,6,4.8
Sonny Parker,1979,GSW,23,2893,0.537,0.218,0.85,0.3,"$18,9.6,5.7
George Gervin,1979,SAS,26,2888,0.591,0.326,1.36,0.4,"$18,9.9,11.2
Bernard King,1979,NJN,22,2859,0.542,0.455,0.19,0.4,"$16,8.6,7.2
Campy Russell,1979,CLE,27,2859,0.542,0.412,0.53,0.4,"$14,7.8,8
Jim Chones,1979,CLE,29,2850,0.472,0.2,-0.02,0.2,"$4,2,0.5
Otis Birdsong,1979,KCK,23,2839,0.544,0.28,0.89,0.3,"$17,9,9.3
Ricky Sobers,1979,IND,26,2825,0.523,0.283,-1.6,0.4,"$8,4.2,4.5
Julius Erving,1979,PHI,28,2802,0.538,0.344,-1.03,0.3,"$19,10.7,7.5
Tom Owens,1979,POR,29,2791,0.597,0.368,1.52,0.5,"$20,11.1,9.9
Marques Johnson,1979,MIL,22,2779,0.586,0.293,2.76,0.4,"$25,13.7,12.9
Kermit Washington,1979,SDC,27,2764,0.603,0.53,3.19,0.4,"$15,8.2,5.5
Reggie Theus,1979,CHI,21,2753,0.526,0.31,-2.05,0.3,"$1,0.2,2.6
Dan Issel,1979,DEN,30,2742,0.568,0.407,1.82,0.4,"$17,9,7.7
Phil Ford,1979,KCK,22,2723,0.534,0.399,-3.19,0.4,"$6,3.2,3.8
Dennis Johnson,1979,SEA,24,2717,0.495,0.353,-0.27,0.3,"$11,6.2,3.3
Austin Carr,1979,CLE,30,2714,0.529,0.308,1.31,0.3,"$5,2.8,6
Rich Kelley,1979,NOJ,25,2705,0.585,0.526,0.7,0.4,"$22,12.1,5.4
Jim McElroy,1979,NOJ,25,2698,0.536,0.31,-0.62,0.4,"$6,3.1,4.5
Alex English,1979,IND,25,2696,0.54,0.209,0.78,0.3,"$16,8.7,6.7
David Thompson,1979,DEN,24,2670,0.567,0.431,2.03,0.4,"$11,6,8.4
Toby Knight,1979,NYK,23,2667,0.539,0.175,1.89,0.3,"$5,2.7,4
Nick Weatherspoon,1979,SDC,28,2642,0.514,0.238,0.91,0.2,"$3,1.4,2.9
Rudy Tomjanovich,1979,HOU,30,2641,0.543,0.184,1.44,0.2,"$7,3.7,5.6
Paul Westphal,1979,PHO,28,2641,0.58,0.271,0.82,0.5,"$12,6.5,10.7
Bob Dandridge,1979,WSB,31,2629,0.553,0.318,0.63,0.4,"$17,9.1,8
Chris Ford,1979,BOS,30,2629,0.505,0.198,-1.14,0.3,"$6,2.9,4.1
Sam Lacey,1979,KCK,30,2627,0.544,0.324,-1.31,0.4,"$21,11.3,3
Charlie Scott,1979,DEN,30,2617,0.499,0.252,-2.42,0.3,"($2,-0.5,-1.4
Mickey Johnson,1979,CHI,26,2594,0.506,0.298,-2.89,0.3,"$10,5.2,2.5
Brian Winters,1979,MIL,26,2575,0.533,0.206,-1.1,0.3,"$2,0.7,3.9
Rick Barry,1979,HOU,34,2566,0.504,0.169,-2.29,0.3,"$6,3.1,3.5
Terry Tyler,1979,DET,22,2560,0.507,0.232,1.89,0.2,"$10,5.2,0.9
George McGinnis,1979,DEN,28,2552,0.533,0.601,-1.71,0.3,"$16,8.6,5.6
James Edwards,1979,IND,23,2546,0.542,0.414,1.94,0.3,"$4,2.1,2.3
Don Buse,1979,PHO,28,2544,0.519,0.158,0.46,0.2,"$9,4.9,2.1
Dan Roundfield,1979,ATL,25,2539,0.556,0.459,1.41,0.3,"$18,9.8,5.4
Henry Bibby,1979,PHI,29,2538,0.493,0.386,-1.57,0.2,"($200,-0.4,1
Mike Bantom,1979,IND,27,2528,0.503,0.326,-0.25,0.2,"$10,5.6,3.4
Armond Hill,1979,ATL,25,2527,0.518,0.422,-1.88,0.4,"$2,0.8,2.2
Dave Cowens,1979,BOS,30,2517,0.516,0.185,0.05,0.3,"$10,5.4,3
John Long,1979,DET,22,2498,0.498,0.153,0.94,0.2,"$1,0.4,2.5
Scott Wedman,1979,KCK,26,2498,0.572,0.258,3.09,0.3,"$13,7.3,6.8
Wilbur Holland,1979,CHI,27,2483,0.507,0.187,-1.08,0.3,"$4,2.2,2.1
Maurice Lucas,1979,POR,26,2462,0.517,0.286,-0.91,0.3,"$9,4.5,3.4
Ron Brewer,1979,POR,23,2454,0.544,0.292,1.47,0.3,"$6,3.2,2.9
John Williamson,1979,NJN,27,2451,0.527,0.32,0.42,0.4,"$2,0.6,4
Walter Davis,1979,PHO,24,2437,0.606,0.3,0.84,0.5,"$19,10.6,10
Bob Wilkerson,1979,DEN,24,2425,0.482,0.199,-1.43,0.2,"$5,2.3,0.3
Eddie Johnson,1979,ATL,23,2413,0.561,0.297,0.08,0.4,"$9,4.9,6.4
Robert Parish,1979,GSW,25,2411,0.529,0.253,0.03,0.3,"$12,6.7,1.5
John Drew,1979,ATL,24,2410,0.536,0.492,0.27,0.3,"$10,5.4,7.6
Maurice Cheeks,1979,PHI,22,2409,0.541,0.245,-1.6,0.4,"$8,4.4,1.5
Wes Unseld,1979,WSB,32,2406,0.599,0.392,1.42,0.5,"$23,12.6,7.5
Jim Cleamons,1979,NYK,29,2390,0.513,0.26,-0.39,0.3,"$2,0.7,1.5
John Johnson,1979,SEA,31,2386,0.484,0.305,-2.48,0.3,"$3,1.6,-0.1
Ray Williams,1979,NYK,24,2370,0.502,0.249,-2.53,0.4,"$8,4.5,5.3
Alvan Adams,1979,PHO,24,2364,0.57,0.269,-1.24,0.4,"$20,10.9,6.7
Bobby Jones,1979,PHI,27,2304,0.584,0.393,1.64,0.4,"$17,9.1,4.9
Phil Smith,1979,GSW,26,2288,0.538,0.261,0.54,0.4,"$10,5.1,4.3
Gus Williams,1979,SEA,25,2266,0.534,0.258,0.61,0.4,"$17,9.3,8.1
Eddie Jordan,1979,NJN,24,2260,0.47,0.285,-2.77,0.3,"$5,2.5,0.5
Robert Reid,1979,HOU,23,2259,0.521,0.239,0.27,0.2,"$9,5,3.4
Leon Douglas,1979,DET,24,2215,0.529,0.47,1.47,0.3,"$500,-0.2,4.3
Steve Hawes,1979,ATL,28,2205,0.523,0.175,0.71,0.3,"$11,6.2,3.4
Tom Boswell,1979,DEN,25,2201,0.577,0.471,0.64,0.4,"$12,6.4,4.7
Bill Robinzine,1979,KCK,26,2179,0.581,0.294,2.04,0.3,"$10,5.4,3.9
Caldwell Jones,1979,PHI,28,2171,0.512,0.254,0.54,0.2,"$7,3.8,-1
James Silas,1979,SAS,29,2171,0.576,0.436,0.26,0.4,"$3,1.4,3.7
Lonnie Shelton,1979,SEA,23,2158,0.543,0.22,1.18,0.3,"$8,4.2,2.2
Mychal Thompson,1979,POR,24,2144,0.508,0.287,-1.12,0.2,"$8,4.5,1.9
Kent Benson,1979,MIL,24,2132,0.555,0.307,0.86,0.3,"$13,6.9,4.2
Gail Goodrich,1979,NOJ,35,2130,0.499,0.24,-1.64,0.3,"($700,-0.5,1
Billy Paultz,1979,SAS,30,2122,0.541,0.256,0.41,0.2,"$8,4.3,2
Mike Gale,1979,SAS,28,2121,0.5,0.176,-1.77,0.2,"$5,2.8,1.1
Tom Henderson,1979,WSB,27,2081,0.519,0.304,-1.36,0.4,"$5,2.6,3
George Johnson,1979,NJN,30,2058,0.475,0.286,0.82,0.2,"$6,3.2,-3.6
John Gianelli,1979,MIL,28,2057,0.511,0.194,1.32,0.2,"$4,2.2,0.4
Darryl Dawkins,1979,PHI,22,2035,0.545,0.283,0.16,0.3,"$4,1.7,-0.7
Marvin Webster,1979,NYK,26,2027,0.504,0.47,-0.04,0.2,"$6,3.2,0.1
Sidney Wicks,1979,SDC,29,2022,0.497,0.334,-0.15,0.2,"$1,0.2,0.6
Swen Nater,1979,SDC,29,2006,0.605,0.263,2.17,0.4,"$7,3.7,3.9
Jan Van Breda Kolff,1979,NJN,27,1998,0.534,0.433,1.24,0.3,"$6,3.3,-0.5
Lionel Hollins,1979,POR,25,1967,0.496,0.249,-2.94,0.3,"$700,-0.1,1
Junior Bridgeman,1979,MIL,25,1963,0.544,0.214,0.69,0.3,"$7,3.4,4.6
Fred Brown,1979,SEA,30,1961,0.516,0.217,-0.33,0.3,"$6,3.1,2.8
Mark Landsberger,1979,CHI,23,1959,0.483,0.332,0.29,0.1,"($2,-1,-0.6
Paul Silas,1979,SEA,35,1957,0.468,0.483,1.54,0.1,"$5,2.7,0.7
Clifford Ray,1979,GSW,30,1917,0.543,0.433,1.06,0.3,"$7,3.6,0.6
Tree Rollins,1979,ATL,23,1900,0.553,0.254,3.27,0.3,"$13,6.8,1.9
Mark Olberding,1979,SAS,22,1885,0.556,0.526,-0.02,0.3,"$4,2.1,1.2
Kevin Grevey,1979,WSB,25,1856,0.494,0.243,-0.28,0.2,"$2,0.9,2.3
Bob Lanier,1979,DET,30,1835,0.564,0.386,1.63,0.4,"$11,5.8,5.3
T.R. Dunn,1979,POR,23,1828,0.496,0.288,1.23,0.2,"$4,2,1.3
Mike Newlin,1979,HOU,30,1828,0.565,0.418,-0.96,0.4,"$1,0.5,2.2
Pete Maravich,1979,NOJ,31,1824,0.478,0.268,-2.51,0.3,"($4,-3.1,0.3
Charles Johnson,1979,WSB,29,1819,0.458,0.101,-0.51,0.1,"$3,1.5,1.1
Truck Robinson,1979,NOJ,27,1781,0.537,0.414,1.18,0.3,"$2,0.6,1.4
Ernie Grunfeld,1979,MIL,23,1778,0.546,0.38,0.08,0.3,"$6,2.9,2.9
Adrian Dantley,1979,LAL,22,1775,0.589,0.467,0.98,0.3,"$7,3.7,4.6
Quinn Buckner,1979,MIL,24,1757,0.478,0.226,-5.21,0.3,"$4,2,0.4
Foots Walker,1979,CLE,27,1753,0.527,0.391,-1.09,0.4,"$9,4.6,2.8
Alvin Scott,1979,PHO,23,1737,0.579,0.424,2.12,0.3,"$8,4,1.2
Ollie Johnson,1979,CHI,29,1734,0.552,0.204,0.95,0.3,"$3,1.4,0.9
John Mengelt,1979,CHI,29,1705,0.537,0.264,0.26,0.3,"($1,-0.6,1.1
Purvis Short,1979,GSW,21,1703,0.492,0.11,0.06,0.2,"$1,0.2,0.6
Lou Hudson,1979,LAL,34,1686,0.556,0.195,1.05,0.3,"$2,0.6,2.1
Kevin Kunnert,1979,SDC,27,1684,0.487,0.17,0.03,0.2,"$4,2.1,0.2
Tiny Archibald,1979,BOS,30,1662,0.537,0.536,-2.5,0.4,"($4,-3.2,-0.5
Larry Wright,1979,WSB,24,1658,0.511,0.285,-1.06,0.3,"$3,1.6,2.1
Bingo Smith,1979,CLE,32,1650,0.485,0.135,0.63,0.2,"($800,-0.5,1.9
Mike Green,1979,SAS,27,1641,0.528,0.302,1.32,0.2,"$7,3.4,1.3
Darnell Hillman,1979,KCK,29,1618,0.519,0.523,0.7,0.2,"$4,1.7,-0.7
Mitch Kupchak,1979,WSB,24,1604,0.588,0.438,2.62,0.4,"$6,3.3,4.2
Glen Gondrezick,1979,NYK,23,1602,0.511,0.298,1.65,0.2,"$6,3.2,0.4
Kevin Restani,1979,MIL,27,1598,0.512,0.138,0.76,0.2,"$2,0.9,0.9
Doug Collins,1979,PHI,27,1595,0.555,0.344,0.42,0.4,"$3,1.6,2.8
Bob McAdoo,1979,NYK,27,1594,0.572,0.422,1.49,0.4,"$10,5.2,4.5
Ron Boone,1979,LAL,32,1583,0.495,0.183,-1.83,0.1,"($2,-0.9,-0.7
Mike Mitchell,1979,CLE,23,1576,0.545,0.252,2.13,0.3,"$1,0.2,2.2
Dave Twardzik,1979,POR,28,1570,0.651,0.785,2.13,0.6,"$5,2.5,3
Greg Ballard,1979,WSB,24,1552,0.503,0.308,0.63,0.2,"$6,2.9,1.4
Don Ford,1979,LAL,26,1540,0.54,0.198,1.18,0.2,"$2,0.8,0.4
Jeff Judkins,1979,BOS,22,1521,0.544,0.249,0.71,0.3,"$3,1.3,1.8
Tim Bassett,1979,NJN,27,1508,0.433,0.419,0.47,0.1,"$1,-1.6,1.6
Larry Steele,1979,POR,29,1488,0.477,0.282,-0.47,0.2,"$600,-0.1,1.6
Coby Dietrick,1979,SAS,30,1487,0.56,0.248,0.45,0.3,"$8,4.2,2.1
Mike Dunleavy,1979,HOU,24,1486,0.582,0.433,-1.52,0.5,"$2,0.6,2.3
Robert Smith,1979,DEN,23,1479,0.511,0.413,-0.47,0.3,"$300,1,1
James Hardy,1979,NOJ,22,1456,0.487,0.207,1.27,0.2,"$1,0,-0.9
Jo Jo White,1979,BOS,32,1455,0.464,0.149,-3.01,0.2,"($3,-1.1,-1.3
Bob Gross,1979,POR,25,1441,0.519,0.269,-0.88,0.3,"$7,3.6,1.9
Eric Money,1979,NJN,23,1434,0.519,0.271,-1.6,0.4,"$3,1.2,2.2
Aaron James,1979,NOJ,26,1417,0.526,0.222,0.86,0.3,"($1,-2,-0.3
Joel Kramer,1979,PHO,23,1401,0.544,0.476,1.1,0.2,"$3,1.3,0.7
Paul Griffin,1979,NOJ,25,1398,0.527,0.659,0.3,0.3,"$3,1.2,-0.8
Earl Monroe,1979,NYK,34,1393,0.513,0.22,-0.06,0.3,"($1,-0.5,1
Tom McMillen,1979,ATL,26,1392,0.518,0.239,1.25,0.2,"$1,0.1,0.9
Lloyd Walton,1979,MIL,25,1381,0.511,0.275,-3.7,0.4,"($1,-0.6,1
Jack Givens,1979,ATL,22,1347,0.457,0.239,-0.57,0.1,"$2,0.7,0.7
Spencer Haywood,1979,NOJ,29,1338,0.537,0.21,0.89,0.3,"$3,1.5,2
Ben Poquette,1979,DET,23,1337,0.481,0.306,1.5,0.2,"$1,0.4,-0.9
Corky Calhoun,1979,IND,28,1332,0.507,0.257,1.74,0.2,"$1,-0.2,0.5
Allan Bristow,1979,SAS,27,1324,0.562,0.421,-0.92,0.4,"$5,2.6,1.9
Bob Nash,1979,KCK,28,1307,0.467,0.165,-0.26,0.1,"($2,-0.7,-0.4
Jim Brewer,1979,CLE,27,1301,0.448,0.185,1.17,0.1,"$3,1.4,-1
Nate Williams,1979,GSW,28,1299,0.542,0.206,1.41,0.3,"$1,0.8,-0.7
Mike Bratz,1979,PHO,23,1297,0.513,0.319,-2.25,0.2,"($200,1.1,1
Steve Mix,1979,PHI,31,1269,0.594,0.408,1.71,0.4,"$7,3.7,3.2
John Brown,1979,CHI,27,1265,0.539,0.309,0.85,0.3,"$100,3,27.14
Len Elmore,1979,IND,26,1264,0.444,0.228,0.47,0.1,"$3,1.3,-1.4
Bayard Forrest,1979,PHO,24,1243,0.462,0.423,-1.89,0.1,"$2,0.8,-0.8
Billy McKinney,1979,KCK,23,1242,0.555,0.34,-1.38,0.4,"$800,1,1
Anthony Roberts,1979,DEN,23,1236,0.456,0.221,-0.7,0.1,"($400,2.1,3
Curtis Rowe,1979,BOS,29,1222,0.467,0.217,0.15,0.1,"($2,-0.4,-0.5
Tom Abernethy,1979,GSW,24,1219,0.55,0.275,3.24,0.3,"$4,2.1,1.5
Dave Robisch,1979,LAL,29,1219,0.499,0.342,0.82,0.1,"$1,0,0
Micheal Ray Richardson,1979,NYK,23,1218,0.435,0.265,-4.38,0.2,"$3,1.3,-0.4
Dwight Jones,1979,HOU,26,1215,0.505,0.334,-0.06,0.1,"($400,3.9,5
Gar Heard,1979,PHO,30,1213,0.479,0.281,0.78,0.1,"$2,0.9,-0.7
Jim Price,1979,LAL,29,1207,0.524,0.23,-2.08,0.3,"$1,0.1,-0.1
Earl Tatum,1979,DET,25,1195,0.465,0.109,-0.72,0.1,"($800,1.8,2
Freeman Williams,1979,SDC,22,1195,0.514,0.143,-0.29,0.2,"($2,-3.2,-0.1
Winford Boynes,1979,NJN,21,1176,0.482,0.284,-1.21,0.2,"($3,2,2
Mike Glenn,1979,NYK,23,1171,0.567,0.13,1.88,0.4,"$700,1,2
George Johnson,1979,MIL,22,1157,0.526,0.342,0.28,0.2,"$4,2.2,0
Kenny Carr,1979,LAL,23,1149,0.522,0.304,-1.1,0.2,"($1,-0.3,-0.4
Wilson Washington,1979,NJN,23,1139,0.523,0.24,1.14,0.3,"$300,3.9,4
Billy Knight,1979,BOS,26,1119,0.556,0.335,-0.05,0.3,"($1,-1,-0.9
Terry Furlow,1979,CLE,24,1110,0.523,0.22,0.48,0.3,"$1,0,1.8
Kim Hughes,1979,DEN,26,1086,0.53,0.247,1.38,0.2,"$6,3.1,-0.6
Don Chaney,1979,BOS,32,1074,0.444,0.101,-0.83,0.1,"$300,2.2,2
Phil Jackson,1979,NJN,33,1070,0.536,0.347,1.29,0.3,"$1,0.4,-0.2
Joe Bryant,1979,PHI,24,1064,0.482,0.356,-2.5,0.2,"$900,2.9,4
Joe Meriweather,1979,NYK,25,1053,0.542,0.348,1.5,0.3,"$1,0.5,-0.2
Kenny Higgs,1979,CLE,24,1050,0.517,0.398,0.77,0.3,"$2,0.7,0.7
Slick Watts,1979,HOU,27,1046,0.439,0.295,-3.7,0.2,"$2,0.7,0.3
John Lambert,1979,CLE,26,1030,0.469,0.167,0.86,0.1,"($700,-0.1,4.2
Spencer Haywood,1979,NYK,29,1023,0.528,0.287,0.4,0.3,$0 ,-0.6,3.3
Butch Lee,1979,ATL,22,997,0.516,0.374,-2.02,0.3,$0 ,1,1
Billy Knight,1979,IND,26,976,0.618,0.376,2.17,0.5,"$4,1.9,2.3
Wally Walker,1979,SEA,24,969,0.511,0.28,0.73,0.3,"$900,0,2.5
Ron Lee,1979,PHO,26,948,0.49,0.272,-3.47,0.2,"$1,0,-0.4
Tom Burleson,1979,KCK,26,927,0.522,0.494,0.86,0.2,"$2,1.1,0.1
Rick Robey,1979,BOS,23,914,0.529,0.272,0.05,0.3,"$2,0.8,1.2
Jo Jo White,1979,GSW,32,883,0.52,0.22,-0.81,0.3,"$1,0.1,0.5
Charlie Criss,1979,ATL,30,879,0.436,0.298,-3.21,0.2,"($1,-0.7,-0.2
Rick Robey,1979,IND,23,849,0.531,0.41,-0.05,0.3,"$500,4.4,5
Tommie Green,1979,NOJ,22,809,0.438,0.266,-3.81,0.2,"($2,1,1
Marvin Barnes,1979,BOS,26,796,0.515,0.244,0.06,0.2,"$2,0.7,-0.2
Wayne Cooper,1979,GSW,22,795,0.464,0.208,0.22,0.1,"($2,4.5,5
Clemon Johnson,1979,POR,22,794,0.481,0.341,-0.87,0.2,"$1,-0.2,0.7
Butch Lee,1979,CLE,22,782,0.511,0.352,-0.48,0.4,"$1,1.2,-1.2
Raymond Townsend,1979,GSW,23,771,0.477,0.235,-0.84,0.2,"($1,1,2
Louie Dampier,1979,SAS,34,760,0.513,0.155,-0.59,0.3,"$600,1,1
Truck Robinson,1979,PHO,27,756,0.539,0.369,-1.28,0.2,"($600,-0.5,-0.4
Marlon Redmond,1979,KCK,23,736,0.447,0.133,-2.23,0.1,$0 ,2,23.8
Marty Byrnes,1979,PHO,22,734,0.545,0.448,-0.63,0.2,"($600,2.6,3
John Rudd,1979,NYK,23,723,0.529,0.699,1.53,0.2,"($200,0,0
Charles Dudley,1979,CHI,28,684,0.411,0.336,-3.58,0.1,"($800,1,28.91
Harvey Catchings,1979,NJN,27,659,0.483,0.349,1.01,0.2,"$1,0.3,-0.9
Wayne Radford,1979,IND,22,649,0.518,0.257,0.69,0.3,"$300,1.6,2
Joe Meriweather,1979,NOJ,25,640,0.495,0.417,1.01,0.2,"$800,4,5
Bob McAdoo,1979,BOS,27,637,0.534,0.344,-0.4,0.3,"$600,-0.4,3.4
Rick Wilson,1979,ATL,22,589,0.43,0.223,-2.01,0.1,"$400,1.9,2
Andre Wakefield,1979,DET,24,578,0.417,0.392,-3.45,0.1,"($2,1.2,2
Terry Furlow,1979,ATL,24,576,0.538,0.298,-0.25,0.4,"$2,1,1.2
Tom LaGarde,1979,SEA,23,575,0.568,0.525,1.86,0.4,"$2,0.7,0.4
Ira Terrell,1979,NOJ,24,572,0.476,0.264,1.36,0.1,"($200,-0.2,2.9
Kevin Stacom,1979,IND,27,571,0.403,0.196,-3.62,0.1,"($2,1.2,2
Norm Van Lier,1979,MIL,31,555,0.536,0.675,-4.17,0.4,"$200,1,1
Eric Money,1979,PHI,23,545,0.565,0.249,-1.66,0.4,"($400,-1,1
Dick Snyder,1979,SEA,34,536,0.489,0.273,-0.37,0.3,"($300,2,35
Dave Corzine,1979,WSB,22,532,0.6,0.534,0.92,0.4,"$2,0.6,0.2
Marty Byrnes,1979,NOJ,22,530,0.498,0.325,0.22,0.2,"($100,3,22.76
Ralph Simpson,1979,NJN,29,527,0.414,0.3,-3.53,0.1,"($2,1.8,2
Dennis Awtrey,1979,SEA,30,499,0.501,0.571,0.86,0.2,"$1,-0.6,0.8
Scott Lloyd,1979,CHI,26,465,0.395,0.392,-2.16,0,"($1,3.8,5
Ted McClain,1979,PHO,32,465,0.545,0.348,-1.71,0.3,"$400,1.1,2
Joe Hassett,1979,SEA,23,463,0.504,0.109,0.19,0.3,$0 ,1,77
Gus Gerard,1979,KCK,25,459,0.467,0.466,-1.13,0.1,"($100,25.52,4
Ralph Simpson,1979,PHI,29,452,0.473,0.204,-2.81,0.2,"($600,2,29.48
Rickey Green,1979,DET,24,431,0.433,0.379,-3.2,0.2,"($400,1,24.46
Lucius Allen,1979,KCK,31,413,0.416,0.19,-2.61,0.1,$0 ,1.1,1
Bob Bigelow,1979,SDC,25,413,0.428,0.233,1.26,0,"($200,3,25.1
Scott May,1979,CHI,24,403,0.482,0.294,-2.81,0.2,"($500,3,24.87
Ron Lee,1979,NOJ,26,398,0.406,0.298,-5.03,0.1,"$800,1.4,1
Harry Davis,1979,CLE,23,394,0.471,0.281,0.53,0.1,"($400,3,23.01
Phil Chenier,1979,WSB,28,385,0.458,0.177,-1.26,0.1,"($1,1.1,2
Wesley Cox,1979,GSW,24,360,0.447,0.748,-2.77,0.1,"($1,2.8,3
Al Skinner,1979,NJN,26,334,0.565,0.656,-0.13,0.5,"$1,0.3,-0.1
Ron Carter,1979,LAL,22,332,0.487,0.435,-2.92,0.1,"($200,2,22.42
Elmore Smith,1979,CLE,29,332,0.551,0.2,0.05,0.3,"$400,-0.2,0
Tom Barker,1979,NYK,23,329,0.46,0.196,1.02,0.1,"($400,5,23.9
Connie Norman,1979,SDC,25,323,0.46,0.139,-1.23,0.1,"($400,2,25.36
Jim Brewer,1979,DET,27,310,0.428,0.25,1.47,0,"$800,3.9,4
Al Skinner,1979,PHI,26,309,0.48,0.36,-2.51,0.2,"$600,1.4,2
Harvey Catchings,1979,PHI,27,289,0.457,0.25,-1.83,0.1,"$1,0.9,0
Bob Elliott,1979,NJN,23,282,0.63,0.767,2.39,0.5,"$1,0.1,0
Walt Frazier,1979,CLE,33,279,0.482,0.221,-0.95,0.2,"$400,-0.5,1.5
Jim McMillian,1979,POR,30,278,0.499,0.284,-0.04,0.2,"$1,0.1,-0.1
